nik,nama,usia,jenis_kelamin,alamat,kota,pekerjaan,status_perkawinan
320173000532,Penduduk_532,59,Perempuan,Jl. Contoh No.532,Surabaya,Pengangguran,Cerai Mati
320101000533,Penduduk_533,19,Perempuan,Jl. Contoh No.533,Medan,Pelajar,Belum Kawin
320175000534,Penduduk_534,49,Laki-laki,Jl. Contoh No.534,Bandung,Pelajar,Kawin
320119000535,Penduduk_535,12,Perempuan,Jl. Contoh No.535,Jakarta,PNS,Kawin
320127000536,Penduduk_536,61,Perempuan,Jl. Contoh No.536,Surabaya,Mahasiswa,Cerai Mati
320159000537,Penduduk_537,19,Perempuan,Jl. Contoh No.537,Yogyakarta,Guru,Cerai Mati
320164000538,Penduduk_538,76,Perempuan,Jl. Contoh No.538,Bandung,Wiraswasta,Belum Kawin
320188000539,Penduduk_539,9,Perempuan,Jl. Contoh No.539,Bandung,Pengangguran,Cerai Hidup
320185000540,Penduduk_540,71,Laki-laki,Jl. Contoh No.540,Surabaya,Pengangguran,Cerai Mati
320152000541,Penduduk_541,28,Laki-laki,Jl. Contoh No.541,Jakarta,Pengangguran,Cerai Mati
320149000542,Penduduk_542,78,Laki-laki,Jl. Contoh No.542,Yogyakarta,Wiraswasta,Cerai Mati
320129000543,Penduduk_543,52,Perempuan,Jl. Contoh No.543,Denpasar,Mahasiswa,Cerai Mati
320141000544,Penduduk_544,83,Laki-laki,Jl. Contoh No.544,Jakarta,Pelajar,Kawin
320111000545,Penduduk_545,16,Laki-laki,Jl. Contoh No.545,Makassar,PNS,Cerai Mati
320163000546,Penduduk_546,69,Perempuan,Jl. Contoh No.546,Medan,PNS,Kawin
320177000547,Penduduk_547,12,Perempuan,Jl. Contoh No.547,Surabaya,Wiraswasta,Cerai Mati
320152000548,Penduduk_548,25,Perempuan,Jl. Contoh No.548,Denpasar,PNS,Cerai Hidup
320181000549,Penduduk_549,52,Laki-laki,Jl. Contoh No.549,Yogyakarta,Pengangguran,Belum Kawin
320166000550,Penduduk_550,85,Laki-laki,Jl. Contoh No.550,Surabaya,Dokter,Cerai Hidup
320158000551,Penduduk_551,53,Perempuan,Jl. Contoh No.551,Surabaya,Mahasiswa,Cerai Mati
320184000552,Penduduk_552,23,Perempuan,Jl. Contoh No.552,Jakarta,Pelajar,Cerai Mati
320188000553,Penduduk_553,16,Laki-laki,Jl. Contoh No.553,Medan,Dokter,Cerai Mati
320124000554,Penduduk_554,57,Laki-laki,Jl. Contoh No.554,Makassar,Mahasiswa,Cerai Hidup
320127000555,Penduduk_555,39,Perempuan,Jl. Contoh No.555,Bandung,Petani,Cerai Mati
320171000556,Penduduk_556,53,Perempuan,Jl. Contoh No.556,Bandung,Guru,Cerai Hidup
320183000557,Penduduk_557,42,Laki-laki,Jl. Contoh No.557,Surabaya,Wiraswasta,Kawin
320146000558,Penduduk_558,58,Perempuan,Jl. Contoh No.558,Medan,Pengangguran,Belum Kawin
320140000559,Penduduk_559,39,Laki-laki,Jl. Contoh No.559,Yogyakarta,PNS,Belum Kawin
320184000560,Penduduk_560,14,Laki-laki,Jl. Contoh No.560,Yogyakarta,Petani,Cerai Hidup
320141000561,Penduduk_561,5,Laki-laki,Jl. Contoh No.561,Denpasar,PNS,Kawin
320124000562,Penduduk_562,35,Laki-laki,Jl. Contoh No.562,Jakarta,Dokter,Cerai Hidup
320187000563,Penduduk_563,87,Perempuan,Jl. Contoh No.563,Medan,Pelajar,Kawin
320101000564,Penduduk_564,75,Perempuan,Jl. Contoh No.564,Medan,Pelajar,Cerai Mati
320196000565,Penduduk_565,18,Laki-laki,Jl. Contoh No.565,Jakarta,Pelajar,Kawin
320105000566,Penduduk_566,76,Laki-laki,Jl. Contoh No.566,Yogyakarta,Pengangguran,Kawin
320149000567,Penduduk_567,9,Laki-laki,Jl. Contoh No.567,Yogyakarta,PNS,Kawin
320169000568,Penduduk_568,74,Laki-laki,Jl. Contoh No.568,Yogyakarta,Petani,Belum Kawin
320105000569,Penduduk_569,58,Laki-laki,Jl. Contoh No.569,Surabaya,Pelajar,Kawin
320164000570,Penduduk_570,17,Perempuan,Jl. Contoh No.570,Medan,Petani,Cerai Mati
320126000571,Penduduk_571,7,Perempuan,Jl. Contoh No.571,Bandung,PNS,Cerai Mati
320185000572,Penduduk_572,46,Perempuan,Jl. Contoh No.572,Jakarta,Pengangguran,Cerai Mati
320136000573,Penduduk_573,13,Perempuan,Jl. Contoh No.573,Yogyakarta,Dokter,Kawin
320133000574,Penduduk_574,40,Laki-laki,Jl. Contoh No.574,Denpasar,Pengangguran,Cerai Hidup
320138000575,Penduduk_575,42,Laki-laki,Jl. Contoh No.575,Yogyakarta,Petani,Cerai Hidup
320115000576,Penduduk_576,9,Laki-laki,Jl. Contoh No.576,Yogyakarta,Pengangguran,Cerai Mati
320169000577,Penduduk_577,50,Laki-laki,Jl. Contoh No.577,Makassar,Pengangguran,Belum Kawin
320117000578,Penduduk_578,27,Laki-laki,Jl. Contoh No.578,Surabaya,Dokter,Cerai Hidup
320169000579,Penduduk_579,66,Perempuan,Jl. Contoh No.579,Jakarta,PNS,Kawin
320191000580,Penduduk_580,5,Laki-laki,Jl. Contoh No.580,Makassar,PNS,Cerai Hidup
320194000581,Penduduk_581,29,Perempuan,Jl. Contoh No.581,Makassar,Wiraswasta,Cerai Mati
320117000582,Penduduk_582,37,Perempuan,Jl. Contoh No.582,Denpasar,Pengangguran,Belum Kawin
320129000583,Penduduk_583,38,Perempuan,Jl. Contoh No.583,Medan,PNS,Cerai Hidup
320120000584,Penduduk_584,83,Perempuan,Jl. Contoh No.584,Denpasar,PNS,Cerai Hidup
320149000585,Penduduk_585,8,Laki-laki,Jl. Contoh No.585,Medan,Mahasiswa,Cerai Mati
320111000586,Penduduk_586,65,Perempuan,Jl. Contoh No.586,Medan,Pelajar,Belum Kawin
320181000587,Penduduk_587,86,Perempuan,Jl. Contoh No.587,Jakarta,Wiraswasta,Belum Kawin
320120000588,Penduduk_588,17,Perempuan,Jl. Contoh No.588,Yogyakarta,Guru,Cerai Mati
320150000589,Penduduk_589,71,Laki-laki,Jl. Contoh No.589,Jakarta,Wiraswasta,Kawin
320160000590,Penduduk_590,89,Laki-laki,Jl. Contoh No.590,Surabaya,Wiraswasta,Cerai Hidup
320186000591,Penduduk_591,45,Laki-laki,Jl. Contoh No.591,Medan,Guru,Kawin
320161000592,Penduduk_592,4,Perempuan,Jl. Contoh No.592,Makassar,Mahasiswa,Cerai Hidup
320122000593,Penduduk_593,36,Perempuan,Jl. Contoh No.593,Yogyakarta,Pengangguran,Cerai Hidup
320103000594,Penduduk_594,70,Laki-laki,Jl. Contoh No.594,Bandung,Dokter,Kawin
320148000595,Penduduk_595,31,Perempuan,Jl. Contoh No.595,Surabaya,PNS,Cerai Mati
320128000596,Penduduk_596,19,Laki-laki,Jl. Contoh No.596,Jakarta,Pelajar,Cerai Mati
320174000597,Penduduk_597,61,Laki-laki,Jl. Contoh No.597,Denpasar,Petani,Cerai Hidup
320189000598,Penduduk_598,54,Perempuan,Jl. Contoh No.598,Surabaya,Pengangguran,Cerai Mati
320149000599,Penduduk_599,39,Perempuan,Jl. Contoh No.599,Surabaya,Guru,Cerai Hidup
320121000600,Penduduk_600,74,Perempuan,Jl. Contoh No.600,Yogyakarta,Dokter,Cerai Mati
320128000601,Penduduk_601,19,Perempuan,Jl. Contoh No.601,Surabaya,Pengangguran,Cerai Hidup
320167000602,Penduduk_602,39,Laki-laki,Jl. Contoh No.602,Surabaya,Guru,Cerai Mati
320130000603,Penduduk_603,67,Laki-laki,Jl. Contoh No.603,Bandung,PNS,Belum Kawin
320154000604,Penduduk_604,45,Laki-laki,Jl. Contoh No.604,Denpasar,Mahasiswa,Kawin
320138000605,Penduduk_605,13,Laki-laki,Jl. Contoh No.605,Denpasar,Pengangguran,Belum Kawin
320140000606,Penduduk_606,58,Laki-laki,Jl. Contoh No.606,Denpasar,Guru,Kawin
320162000607,Penduduk_607,20,Perempuan,Jl. Contoh No.607,Medan,PNS,Kawin
320127000608,Penduduk_608,72,Laki-laki,Jl. Contoh No.608,Makassar,PNS,Cerai Hidup
320126000609,Penduduk_609,61,Laki-laki,Jl. Contoh No.609,Denpasar,Mahasiswa,Kawin
320184000610,Penduduk_610,39,Laki-laki,Jl. Contoh No.610,Surabaya,Wiraswasta,Belum Kawin
320164000611,Penduduk_611,1,Perempuan,Jl. Contoh No.611,Surabaya,Pengangguran,Belum Kawin
320177000612,Penduduk_612,3,Perempuan,Jl. Contoh No.612,Denpasar,Pengangguran,Cerai Mati
320164000613,Penduduk_613,77,Perempuan,Jl. Contoh No.613,Yogyakarta,Wiraswasta,Belum Kawin
320102000614,Penduduk_614,62,Perempuan,Jl. Contoh No.614,Denpasar,Pelajar,Cerai Mati
320193000615,Penduduk_615,63,Laki-laki,Jl. Contoh No.615,Surabaya,Pelajar,Kawin
320121000616,Penduduk_616,25,Laki-laki,Jl. Contoh No.616,Medan,Wiraswasta,Belum Kawin
320180000617,Penduduk_617,56,Perempuan,Jl. Contoh No.617,Jakarta,Dokter,Kawin
320153000618,Penduduk_618,33,Perempuan,Jl. Contoh No.618,Jakarta,Petani,Belum Kawin
320145000619,Penduduk_619,38,Laki-laki,Jl. Contoh No.619,Denpasar,PNS,Belum Kawin
320156000620,Penduduk_620,6,Laki-laki,Jl. Contoh No.620,Bandung,Petani,Cerai Mati
320191000621,Penduduk_621,58,Perempuan,Jl. Contoh No.621,Denpasar,PNS,Kawin
320156000622,Penduduk_622,44,Perempuan,Jl. Contoh No.622,Yogyakarta,Wiraswasta,Belum Kawin
320145000623,Penduduk_623,45,Perempuan,Jl. Contoh No.623,Denpasar,Pelajar,Cerai Hidup
320182000624,Penduduk_624,32,Perempuan,Jl. Contoh No.624,Jakarta,Dokter,Kawin
320167000625,Penduduk_625,45,Laki-laki,Jl. Contoh No.625,Surabaya,Pelajar,Kawin
320113000626,Penduduk_626,61,Laki-laki,Jl. Contoh No.626,Denpasar,Petani,Kawin
320145000627,Penduduk_627,47,Laki-laki,Jl. Contoh No.627,Surabaya,Pelajar,Cerai Mati
320166000628,Penduduk_628,21,Perempuan,Jl. Contoh No.628,Surabaya,Wiraswasta,Cerai Hidup
320194000629,Penduduk_629,80,Perempuan,Jl. Contoh No.629,Bandung,Dokter,Kawin
320130000630,Penduduk_630,85,Laki-laki,Jl. Contoh No.630,Surabaya,Petani,Belum Kawin
320170000631,Penduduk_631,75,Laki-laki,Jl. Contoh No.631,Jakarta,Dokter,Belum Kawin
320194000632,Penduduk_632,36,Laki-laki,Jl. Contoh No.632,Medan,Pengangguran,Cerai Mati
320112000633,Penduduk_633,19,Laki-laki,Jl. Contoh No.633,Medan,PNS,Belum Kawin
320153000634,Penduduk_634,20,Perempuan,Jl. Contoh No.634,Makassar,Pelajar,Kawin
320153000635,Penduduk_635,57,Laki-laki,Jl. Contoh No.635,Yogyakarta,Dokter,Belum Kawin
320127000636,Penduduk_636,18,Laki-laki,Jl. Contoh No.636,Denpasar,Mahasiswa,Kawin
320107000637,Penduduk_637,47,Laki-laki,Jl. Contoh No.637,Yogyakarta,Pengangguran,Belum Kawin
320174000638,Penduduk_638,49,Laki-laki,Jl. Contoh No.638,Jakarta,Pelajar,Cerai Hidup
320144000639,Penduduk_639,14,Laki-laki,Jl. Contoh No.639,Surabaya,PNS,Cerai Mati
320155000640,Penduduk_640,15,Laki-laki,Jl. Contoh No.640,Medan,Dokter,Cerai Mati
320141000641,Penduduk_641,31,Laki-laki,Jl. Contoh No.641,Yogyakarta,Petani,Cerai Hidup
320172000642,Penduduk_642,1,Perempuan,Jl. Contoh No.642,Jakarta,PNS,Cerai Hidup
320141000643,Penduduk_643,54,Perempuan,Jl. Contoh No.643,Medan,Mahasiswa,Cerai Mati
320179000644,Penduduk_644,3,Perempuan,Jl. Contoh No.644,Surabaya,Dokter,Cerai Hidup
320131000645,Penduduk_645,16,Perempuan,Jl. Contoh No.645,Yogyakarta,Guru,Kawin
320175000646,Penduduk_646,87,Laki-laki,Jl. Contoh No.646,Medan,Guru,Belum Kawin
320169000647,Penduduk_647,57,Perempuan,Jl. Contoh No.647,Denpasar,Wiraswasta,Cerai Mati
320185000648,Penduduk_648,75,Perempuan,Jl. Contoh No.648,Denpasar,Pelajar,Cerai Hidup
320167000649,Penduduk_649,12,Laki-laki,Jl. Contoh No.649,Makassar,Petani,Kawin
320192000650,Penduduk_650,74,Laki-laki,Jl. Contoh No.650,Makassar,Wiraswasta,Cerai Mati
320157000651,Penduduk_651,16,Perempuan,Jl. Contoh No.651,Medan,Dokter,Cerai Hidup
320130000652,Penduduk_652,72,Perempuan,Jl. Contoh No.652,Jakarta,Guru,Cerai Mati
320159000653,Penduduk_653,76,Laki-laki,Jl. Contoh No.653,Denpasar,Guru,Cerai Hidup
320105000654,Penduduk_654,24,Perempuan,Jl. Contoh No.654,Jakarta,Guru,Cerai Mati
320165000655,Penduduk_655,28,Laki-laki,Jl. Contoh No.655,Jakarta,Dokter,Kawin
320141000656,Penduduk_656,8,Laki-laki,Jl. Contoh No.656,Medan,Guru,Kawin
320105000657,Penduduk_657,36,Laki-laki,Jl. Contoh No.657,Jakarta,PNS,Belum Kawin
320126000658,Penduduk_658,8,Laki-laki,Jl. Contoh No.658,Denpasar,Pengangguran,Cerai Mati
320139000659,Penduduk_659,58,Perempuan,Jl. Contoh No.659,Surabaya,Dokter,Belum Kawin
320118000660,Penduduk_660,60,Laki-laki,Jl. Contoh No.660,Makassar,Petani,Cerai Mati
320120000661,Penduduk_661,50,Laki-laki,Jl. Contoh No.661,Surabaya,Pengangguran,Cerai Hidup
320170000662,Penduduk_662,28,Perempuan,Jl. Contoh No.662,Jakarta,Wiraswasta,Cerai Hidup
320197000663,Penduduk_663,41,Laki-laki,Jl. Contoh No.663,Surabaya,Petani,Belum Kawin
320137000664,Penduduk_664,64,Perempuan,Jl. Contoh No.664,Denpasar,Pengangguran,Cerai Mati
320199000665,Penduduk_665,27,Perempuan,Jl. Contoh No.665,Denpasar,Mahasiswa,Belum Kawin
320189000666,Penduduk_666,63,Perempuan,Jl. Contoh No.666,Jakarta,Guru,Kawin
320145000667,Penduduk_667,17,Laki-laki,Jl. Contoh No.667,Medan,Mahasiswa,Belum Kawin
320112000668,Penduduk_668,73,Perempuan,Jl. Contoh No.668,Surabaya,Pelajar,Belum Kawin
320131000669,Penduduk_669,33,Perempuan,Jl. Contoh No.669,Medan,Pelajar,Cerai Hidup
320158000670,Penduduk_670,84,Laki-laki,Jl. Contoh No.670,Medan,Pengangguran,Belum Kawin
320172000671,Penduduk_671,77,Perempuan,Jl. Contoh No.671,Bandung,Mahasiswa,Cerai Mati
320161000672,Penduduk_672,29,Perempuan,Jl. Contoh No.672,Jakarta,Dokter,Cerai Hidup
320120000673,Penduduk_673,13,Perempuan,Jl. Contoh No.673,Makassar,Petani,Belum Kawin
320119000674,Penduduk_674,46,Perempuan,Jl. Contoh No.674,Denpasar,Mahasiswa,Kawin
320151000675,Penduduk_675,35,Perempuan,Jl. Contoh No.675,Denpasar,Pelajar,Belum Kawin
320165000676,Penduduk_676,6,Laki-laki,Jl. Contoh No.676,Jakarta,Mahasiswa,Belum Kawin
320195000677,Penduduk_677,82,Perempuan,Jl. Contoh No.677,Yogyakarta,Dokter,Belum Kawin
320167000678,Penduduk_678,69,Perempuan,Jl. Contoh No.678,Yogyakarta,Mahasiswa,Cerai Hidup
320176000679,Penduduk_679,47,Laki-laki,Jl. Contoh No.679,Yogyakarta,Petani,Cerai Mati
320171000680,Penduduk_680,25,Laki-laki,Jl. Contoh No.680,Makassar,Wiraswasta,Kawin
320185000681,Penduduk_681,66,Laki-laki,Jl. Contoh No.681,Denpasar,Dokter,Belum Kawin
320130000682,Penduduk_682,10,Perempuan,Jl. Contoh No.682,Jakarta,Pelajar,Cerai Mati
320127000683,Penduduk_683,56,Laki-laki,Jl. Contoh No.683,Denpasar,Petani,Cerai Mati
320158000684,Penduduk_684,30,Perempuan,Jl. Contoh No.684,Medan,Mahasiswa,Cerai Hidup
320103000685,Penduduk_685,5,Perempuan,Jl. Contoh No.685,Surabaya,Mahasiswa,Kawin
320176000686,Penduduk_686,33,Laki-laki,Jl. Contoh No.686,Surabaya,Wiraswasta,Cerai Hidup
320169000687,Penduduk_687,65,Laki-laki,Jl. Contoh No.687,Denpasar,Pelajar,Cerai Mati
320156000688,Penduduk_688,18,Perempuan,Jl. Contoh No.688,Bandung,Pelajar,Cerai Mati
320132000689,Penduduk_689,49,Laki-laki,Jl. Contoh No.689,Makassar,PNS,Cerai Mati
320138000690,Penduduk_690,11,Perempuan,Jl. Contoh No.690,Yogyakarta,Pelajar,Cerai Hidup
320193000691,Penduduk_691,85,Laki-laki,Jl. Contoh No.691,Makassar,Wiraswasta,Kawin
320120000692,Penduduk_692,26,Laki-laki,Jl. Contoh No.692,Makassar,Guru,Belum Kawin
320159000693,Penduduk_693,63,Laki-laki,Jl. Contoh No.693,Medan,PNS,Cerai Hidup
320128000694,Penduduk_694,89,Perempuan,Jl. Contoh No.694,Makassar,PNS,Cerai Mati
320102000695,Penduduk_695,86,Laki-laki,Jl. Contoh No.695,Surabaya,Mahasiswa,Cerai Hidup
320171000696,Penduduk_696,59,Perempuan,Jl. Contoh No.696,Medan,Mahasiswa,Cerai Mati
320102000697,Penduduk_697,27,Perempuan,Jl. Contoh No.697,Jakarta,Pelajar,Belum Kawin
320126000698,Penduduk_698,49,Perempuan,Jl. Contoh No.698,Makassar,PNS,Belum Kawin
320151000699,Penduduk_699,77,Perempuan,Jl. Contoh No.699,Makassar,Pengangguran,Kawin
320163000700,Penduduk_700,33,Laki-laki,Jl. Contoh No.700,Jakarta,Mahasiswa,Cerai Mati
320184000701,Penduduk_701,1,Perempuan,Jl. Contoh No.701,Makassar,Wiraswasta,Kawin
320156000702,Penduduk_702,21,Perempuan,Jl. Contoh No.702,Jakarta,Pengangguran,Kawin
320132000703,Penduduk_703,55,Laki-laki,Jl. Contoh No.703,Medan,Mahasiswa,Belum Kawin
320124000704,Penduduk_704,6,Perempuan,Jl. Contoh No.704,Surabaya,Dokter,Cerai Hidup
320121000705,Penduduk_705,81,Laki-laki,Jl. Contoh No.705,Jakarta,Dokter,Cerai Hidup
320101000706,Penduduk_706,69,Perempuan,Jl. Contoh No.706,Bandung,Mahasiswa,Kawin
320135000707,Penduduk_707,5,Laki-laki,Jl. Contoh No.707,Jakarta,PNS,Belum Kawin
320101000708,Penduduk_708,3,Perempuan,Jl. Contoh No.708,Makassar,Guru,Cerai Mati
320104000709,Penduduk_709,53,Laki-laki,Jl. Contoh No.709,Yogyakarta,Guru,Cerai Hidup
320165000710,Penduduk_710,23,Perempuan,Jl. Contoh No.710,Yogyakarta,PNS,Kawin
320118000711,Penduduk_711,53,Perempuan,Jl. Contoh No.711,Medan,Petani,Cerai Hidup
320177000712,Penduduk_712,37,Laki-laki,Jl. Contoh No.712,Denpasar,Guru,Cerai Hidup
320169000713,Penduduk_713,74,Laki-laki,Jl. Contoh No.713,Medan,Dokter,Cerai Mati
320130000714,Penduduk_714,74,Laki-laki,Jl. Contoh No.714,Denpasar,Wiraswasta,Belum Kawin
320190000715,Penduduk_715,83,Laki-laki,Jl. Contoh No.715,Yogyakarta,PNS,Cerai Mati
320139000716,Penduduk_716,17,Perempuan,Jl. Contoh No.716,Yogyakarta,Pelajar,Belum Kawin
320161000717,Penduduk_717,85,Perempuan,Jl. Contoh No.717,Jakarta,Dokter,Cerai Hidup
320172000718,Penduduk_718,78,Laki-laki,Jl. Contoh No.718,Surabaya,Wiraswasta,Kawin
320146000719,Penduduk_719,73,Perempuan,Jl. Contoh No.719,Bandung,Wiraswasta,Cerai Mati
320168000720,Penduduk_720,1,Laki-laki,Jl. Contoh No.720,Medan,PNS,Belum Kawin
320172000721,Penduduk_721,51,Laki-laki,Jl. Contoh No.721,Makassar,Wiraswasta,Cerai Hidup
320145000722,Penduduk_722,45,Perempuan,Jl. Contoh No.722,Denpasar,PNS,Belum Kawin
320181000723,Penduduk_723,77,Perempuan,Jl. Contoh No.723,Makassar,Guru,Belum Kawin
320110000724,Penduduk_724,4,Perempuan,Jl. Contoh No.724,Surabaya,Mahasiswa,Belum Kawin
320197000725,Penduduk_725,62,Perempuan,Jl. Contoh No.725,Denpasar,Dokter,Cerai Hidup
320178000726,Penduduk_726,65,Perempuan,Jl. Contoh No.726,Medan,Petani,Kawin
320174000727,Penduduk_727,32,Perempuan,Jl. Contoh No.727,Jakarta,Mahasiswa,Kawin
320109000728,Penduduk_728,34,Perempuan,Jl. Contoh No.728,Makassar,Dokter,Kawin
320126000729,Penduduk_729,72,Laki-laki,Jl. Contoh No.729,Surabaya,PNS,Belum Kawin
320169000730,Penduduk_730,39,Laki-laki,Jl. Contoh No.730,Medan,Dokter,Cerai Hidup
320138000731,Penduduk_731,26,Laki-laki,Jl. Contoh No.731,Yogyakarta,Guru,Belum Kawin
320180000732,Penduduk_732,34,Laki-laki,Jl. Contoh No.732,Yogyakarta,PNS,Kawin
320126000733,Penduduk_733,54,Laki-laki,Jl. Contoh No.733,Medan,Mahasiswa,Kawin
320190000734,Penduduk_734,3,Perempuan,Jl. Contoh No.734,Medan,Pelajar,Cerai Hidup
320168000735,Penduduk_735,50,Laki-laki,Jl. Contoh No.735,Medan,Pelajar,Belum Kawin
320166000736,Penduduk_736,12,Laki-laki,Jl. Contoh No.736,Denpasar,Pengangguran,Cerai Mati
320151000737,Penduduk_737,65,Laki-laki,Jl. Contoh No.737,Medan,Pengangguran,Cerai Mati
320197000738,Penduduk_738,54,Laki-laki,Jl. Contoh No.738,Makassar,Dokter,Kawin
320198000739,Penduduk_739,5,Laki-laki,Jl. Contoh No.739,Surabaya,Pelajar,Cerai Hidup
320156000740,Penduduk_740,57,Laki-laki,Jl. Contoh No.740,Denpasar,PNS,Belum Kawin
320136000741,Penduduk_741,17,Laki-laki,Jl. Contoh No.741,Medan,Wiraswasta,Belum Kawin
320111000742,Penduduk_742,47,Perempuan,Jl. Contoh No.742,Bandung,PNS,Kawin
320123000743,Penduduk_743,23,Perempuan,Jl. Contoh No.743,Bandung,Wiraswasta,Kawin
320135000744,Penduduk_744,79,Laki-laki,Jl. Contoh No.744,Surabaya,Mahasiswa,Belum Kawin
320168000745,Penduduk_745,85,Perempuan,Jl. Contoh No.745,Yogyakarta,Petani,Belum Kawin
320106000746,Penduduk_746,14,Perempuan,Jl. Contoh No.746,Jakarta,Wiraswasta,Kawin
320125000747,Penduduk_747,66,Perempuan,Jl. Contoh No.747,Jakarta,Pelajar,Belum Kawin
320169000748,Penduduk_748,75,Perempuan,Jl. Contoh No.748,Yogyakarta,PNS,Cerai Mati
320197000749,Penduduk_749,51,Laki-laki,Jl. Contoh No.749,Denpasar,Mahasiswa,Kawin
320157000750,Penduduk_750,38,Perempuan,Jl. Contoh No.750,Denpasar,Pelajar,Belum Kawin
320188000751,Penduduk_751,64,Perempuan,Jl. Contoh No.751,Denpasar,Mahasiswa,Kawin
320102000752,Penduduk_752,38,Perempuan,Jl. Contoh No.752,Jakarta,Petani,Cerai Hidup
320193000753,Penduduk_753,50,Laki-laki,Jl. Contoh No.753,Bandung,Guru,Kawin
320166000754,Penduduk_754,82,Laki-laki,Jl. Contoh No.754,Jakarta,PNS,Kawin
320120000755,Penduduk_755,30,Laki-laki,Jl. Contoh No.755,Makassar,Dokter,Cerai Hidup
320147000756,Penduduk_756,79,Laki-laki,Jl. Contoh No.756,Medan,PNS,Cerai Mati
320123000757,Penduduk_757,51,Laki-laki,Jl. Contoh No.757,Denpasar,Pengangguran,Belum Kawin
320127000758,Penduduk_758,63,Laki-laki,Jl. Contoh No.758,Bandung,Petani,Cerai Hidup
320143000759,Penduduk_759,52,Laki-laki,Jl. Contoh No.759,Surabaya,PNS,Kawin
320159000760,Penduduk_760,38,Perempuan,Jl. Contoh No.760,Surabaya,Pengangguran,Belum Kawin
320142000761,Penduduk_761,88,Perempuan,Jl. Contoh No.761,Medan,Dokter,Cerai Hidup
320135000762,Penduduk_762,79,Perempuan,Jl. Contoh No.762,Bandung,Wiraswasta,Belum Kawin
320152000763,Penduduk_763,30,Laki-laki,Jl. Contoh No.763,Jakarta,Mahasiswa,Belum Kawin
320117000764,Penduduk_764,51,Laki-laki,Jl. Contoh No.764,Jakarta,Dokter,Cerai Hidup
320169000765,Penduduk_765,81,Laki-laki,Jl. Contoh No.765,Makassar,Pelajar,Belum Kawin
320181000766,Penduduk_766,5,Laki-laki,Jl. Contoh No.766,Makassar,Petani,Cerai Mati
320137000767,Penduduk_767,29,Laki-laki,Jl. Contoh No.767,Jakarta,Wiraswasta,Cerai Hidup
320170000768,Penduduk_768,4,Perempuan,Jl. Contoh No.768,Surabaya,Pelajar,Cerai Mati
320171000769,Penduduk_769,10,Perempuan,Jl. Contoh No.769,Denpasar,Pelajar,Kawin
320140000770,Penduduk_770,56,Laki-laki,Jl. Contoh No.770,Surabaya,Petani,Belum Kawin
320171000771,Penduduk_771,17,Laki-laki,Jl. Contoh No.771,Makassar,Wiraswasta,Kawin
320103000772,Penduduk_772,74,Laki-laki,Jl. Contoh No.772,Medan,Guru,Kawin
320167000773,Penduduk_773,17,Laki-laki,Jl. Contoh No.773,Jakarta,Pelajar,Belum Kawin
320102000774,Penduduk_774,84,Perempuan,Jl. Contoh No.774,Makassar,Pelajar,Cerai Hidup
320106000775,Penduduk_775,88,Laki-laki,Jl. Contoh No.775,Makassar,Wiraswasta,Belum Kawin
320147000776,Penduduk_776,69,Laki-laki,Jl. Contoh No.776,Denpasar,PNS,Kawin
320132000777,Penduduk_777,34,Laki-laki,Jl. Contoh No.777,Jakarta,Pelajar,Kawin
320181000778,Penduduk_778,6,Laki-laki,Jl. Contoh No.778,Denpasar,Mahasiswa,Cerai Hidup
320153000779,Penduduk_779,53,Perempuan,Jl. Contoh No.779,Jakarta,Wiraswasta,Belum Kawin
320153000780,Penduduk_780,66,Laki-laki,Jl. Contoh No.780,Denpasar,Pelajar,Kawin
320122000781,Penduduk_781,77,Laki-laki,Jl. Contoh No.781,Surabaya,Petani,Cerai Mati
320194000782,Penduduk_782,43,Perempuan,Jl. Contoh No.782,Medan,Dokter,Kawin
320146000783,Penduduk_783,75,Perempuan,Jl. Contoh No.783,Medan,Mahasiswa,Kawin
320115000784,Penduduk_784,23,Perempuan,Jl. Contoh No.784,Jakarta,Pengangguran,Cerai Hidup
320111000785,Penduduk_785,55,Laki-laki,Jl. Contoh No.785,Bandung,Pengangguran,Cerai Mati
320140000786,Penduduk_786,80,Laki-laki,Jl. Contoh No.786,Yogyakarta,Dokter,Kawin
320148000787,Penduduk_787,75,Perempuan,Jl. Contoh No.787,Makassar,Pengangguran,Kawin
320116000788,Penduduk_788,16,Perempuan,Jl. Contoh No.788,Makassar,Dokter,Cerai Mati
320124000789,Penduduk_789,8,Perempuan,Jl. Contoh No.789,Jakarta,Pelajar,Belum Kawin
320183000790,Penduduk_790,4,Perempuan,Jl. Contoh No.790,Denpasar,Mahasiswa,Belum Kawin
320135000791,Penduduk_791,4,Perempuan,Jl. Contoh No.791,Bandung,Mahasiswa,Kawin
320167000792,Penduduk_792,56,Perempuan,Jl. Contoh No.792,Surabaya,PNS,Kawin
320111000793,Penduduk_793,25,Laki-laki,Jl. Contoh No.793,Denpasar,Dokter,Belum Kawin
320191000794,Penduduk_794,67,Laki-laki,Jl. Contoh No.794,Denpasar,Mahasiswa,Cerai Hidup
320106000795,Penduduk_795,67,Laki-laki,Jl. Contoh No.795,Jakarta,PNS,Cerai Mati
320160000796,Penduduk_796,27,Perempuan,Jl. Contoh No.796,Jakarta,Wiraswasta,Cerai Mati
